# F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Labels
1.651686055669494335e+00,1.854932102496736013e+00,-3.979025662251778783e+00,1.817208419066796310e+00,-6.167252066102351105e-01,2.064382395748524779e+00,3.420113564537790030e-01,-3.345402469325151174e+00,-3.609905851083258455e+00,5.725405513628315513e-01,0.000000000000000000e+00
2.809128803320928291e-01,-8.086989894248517441e-01,1.282364742166663296e+00,1.798563691695363786e+00,3.901942926290211666e+00,-1.913140200529212409e+00,2.347306643150728789e+00,2.141628322264152562e+00,1.633522436008966183e+00,1.892519211639485111e-01,2.000000000000000000e+00
1.719218093624055754e+00,-2.853396847271757686e+00,-2.288008275777350775e+00,3.472468572970039524e+00,-2.191086173589385844e+00,-2.765333377585896812e+00,-1.693274218370208750e-01,-5.606848283593794946e+00,-1.743092423662124801e-01,-9.970894851013444304e-01,1.000000000000000000e+00
-5.019493103680177981e+00,-1.012424514074786286e+00,-1.001814952477126930e-01,-1.070997513660414624e+00,-3.199327768979105535e+00,9.416964230032451866e-01,-2.777774491170462490e+00,5.268345677825160278e-01,1.995097252063896986e+00,-9.992224293305704830e-01,2.000000000000000000e+00
-1.596783604959444158e-01,1.248598873130967624e+00,4.084662486845571649e-01,-4.017935358051512029e-01,1.973087526761283739e+00,-3.905792130671150275e+00,-1.490656300670992751e+00,5.899817550714665515e+00,2.923220027061683712e-01,-3.263137509788307966e+00,1.000000000000000000e+00
-4.205900700503773848e+00,2.012688404062709324e+00,1.222756119230270055e+00,3.395263478544458202e+00,-9.018919088376655679e-01,-2.151838810119874879e+00,1.146513522710638888e+00,-2.965778608965428997e+00,1.297580445661079107e+00,1.845838352696555162e+00,0.000000000000000000e+00
5.300453437063896267e+00,-1.537492233449986978e+00,2.666413606605791742e+00,2.274386341009645207e+00,2.982495404093190583e+00,1.080974789294852467e+00,-3.123522625152739707e+00,9.274212001586116250e-01,1.682294818284546745e+00,1.960745294110952885e+00,1.000000000000000000e+00
6.947773382540904930e-01,-3.429866566589142352e+00,-1.765475608250342665e+00,-7.176488449334783581e-02,-1.040979550586348390e+00,-1.944569002272512837e+00,1.043247350370609894e+00,-2.770469157392736401e-02,1.683239503890726185e+00,-2.514538820301055022e+00,2.000000000000000000e+00
1.508611539736403939e+00,-3.929552467254860959e-01,-2.756230772193861256e+00,8.928411370332445252e-02,4.596260072116753470e-01,-2.009544969073283616e-01,-2.367324811035098620e-02,3.301463395495691344e+00,5.971251470399315808e-01,-2.667813001812501028e+00,2.000000000000000000e+00
-5.241966280235209608e-01,2.263040009783119366e+00,-2.829761768754847306e+00,-5.583823571794543916e-02,-1.966386200360257686e+00,1.381015436144621411e-01,1.308544961859172462e+00,-1.000490402784925514e+00,-1.379516752185063977e+00,-5.659467817627927833e-01,0.000000000000000000e+00
5.481877502380703149e+00,4.432537411824822193e+00,4.257259460591964917e+00,1.691534020302566166e+00,1.130673088081108668e+00,-2.110892698978686255e+00,-3.613973774135061490e+00,4.505956903560968563e+00,-1.214627403816143536e+00,-3.302866576960145295e+00,1.000000000000000000e+00
1.363368386029892410e+00,-5.003760004105302528e+00,-2.746328873048143215e+00,-2.238212897370384091e-02,-2.271627482987941704e+00,1.197042652132595419e+00,2.587684776810275089e-01,-5.031446681276191768e+00,-1.464970566725150247e+00,-1.684654325321737423e+00,2.000000000000000000e+00
-6.461993319258391155e-01,-1.578151054310039658e+00,7.099422956567229548e-01,-2.773961909590193287e+00,1.329116821325286635e+00,2.570867337022312071e+00,-1.879887797779595804e-01,7.162451712634335665e-01,-1.887473462983734862e+00,-1.196016364456984338e-01,2.000000000000000000e+00
-1.651155474701083259e+00,-2.955949343857509959e+00,-4.137067012467298133e-01,2.679179563591117308e+00,-7.365973109019556819e-01,2.021702427142806346e+00,-1.173988229212515666e+00,-8.034623819311560666e+00,-1.051929192858289897e+00,4.166658993503485675e+00,0.000000000000000000e+00
8.388623805245489784e-01,1.973571843873128895e+00,3.136071536027672746e+00,-2.680862237769412459e-01,-2.823954755074027378e-01,2.114677365313127666e+00,-1.290618446470823688e+00,4.129681430643120876e+00,9.832429724199591714e-01,-2.639096301313306192e+00,1.000000000000000000e+00
-9.524790397801210506e-01,-8.231793406993892503e-02,-2.722013991131607025e+00,5.981042788920614139e-01,-1.807699811136092682e+00,-1.960711332313169075e+00,2.780647329004553026e-01,-1.776609254878678823e-01,3.848190773383588503e-01,-1.854768092432213633e+00,0.000000000000000000e+00
1.515715203691773594e+00,-2.541011179588285707e+00,6.616218611546978989e-01,3.055421417015971031e-01,-2.394467690622683609e-01,1.506151438803984277e+00,-6.006271569352628070e-02,-2.736227086388127283e+00,-3.597589816559514375e-01,3.378977959674773768e-01,1.000000000000000000e+00
6.185047686831499636e-01,-1.464260762643026181e+00,2.046537966783956719e+00,2.945123619581853092e-01,-3.984078554834006525e+00,-2.036715546735872184e-01,1.092131849992664661e+00,-4.040587468890978862e+00,-2.212643121028197157e+00,-5.100243648176008726e+00,2.000000000000000000e+00
2.052625393641771989e+00,-1.436164573359521635e+00,4.576647784572303035e-01,2.724596476340964024e+00,3.272741082765764808e+00,9.593803159174975059e-01,5.452477494246601442e-01,-1.537690785570047014e+00,-1.917616723394879319e-01,2.034566868409476648e+00,1.000000000000000000e+00
-6.428254250173545792e+00,5.741234276802085201e-01,-2.370692845926511971e+00,-1.480164411005414404e+00,-3.364879331179261079e+00,4.572235512589058359e+00,-2.358701455499900845e+00,1.696607181935861020e+00,6.985296552208408727e-02,-2.285716455734670749e+00,2.000000000000000000e+00
-2.243010154916564858e+00,3.958967849450960586e+00,2.196643513896775701e+00,-2.850870921088948240e-01,1.842660406697247177e+00,3.103373273672327404e-01,7.628568424024020356e-01,5.741450961940899766e+00,2.470626902549119652e+00,6.384580694582824290e-01,0.000000000000000000e+00
-1.782042496348509975e+00,-9.092701034017307560e-01,-1.076472371360659874e+00,1.525976670139936653e+00,-1.980018643603888906e+00,4.535098600461333618e-01,-7.339093011281109247e-01,-4.223708824571842158e+00,-8.482339747931055829e-01,4.812401766243173951e-01,0.000000000000000000e+00
2.473929798478775588e+00,-9.520110732474265092e-01,-2.489328565826375073e+00,2.707564258105954025e+00,3.163156271624197657e+00,-1.298956520718560270e+00,-2.496622430602837284e-01,5.370174654135654535e+00,2.085623539748256317e+00,-3.077228913488244899e+00,2.000000000000000000e+00
2.243505954081362219e+00,-6.341871280654787224e-01,-3.381114311068343703e+00,-3.639793793979866354e-01,4.914343177049774747e-01,-9.244773176934040215e-02,-5.680341130355219814e-01,3.946516393857123717e+00,5.300223213838490821e-01,-2.924320495047947333e+00,2.000000000000000000e+00
4.418822578267049828e-01,-2.685603023901093067e+00,4.329576936556344791e+00,-1.628098526841271321e+00,1.092155687311130885e+00,7.812911693225068621e-01,-3.057678260585925401e+00,-2.525456263854293226e-01,-1.060843394303581322e+00,-1.767438813233039863e-01,2.000000000000000000e+00
1.802969228998013040e+00,1.298070145859974600e+00,-1.330703037554809010e+00,2.398734311859455737e+00,3.829433845700964234e+00,-2.407271154563551008e+00,1.978134195352947211e+00,5.932512079298336793e+00,1.658406908898457432e+00,-2.645113895188205611e+00,2.000000000000000000e+00
1.056594818337139197e+00,1.321065016206485643e+00,-1.157723434779447613e+00,3.686791691296386064e-01,2.108169884193961119e-01,-2.704822339733230940e+00,2.883732591784196053e+00,-1.212142451373392937e+00,-6.111568215994838127e-01,6.559072083281647370e-01,2.000000000000000000e+00
-1.776391768403984051e+00,1.453884108727351965e+00,7.389558948527472637e-01,4.146836400305773385e-01,-1.526177317903334218e+00,1.587125113188630143e+00,1.799580511379212489e+00,-1.256091566198094034e+00,1.100152285175364897e+00,1.062970909858050872e+00,0.000000000000000000e+00
2.333885821578160602e+00,-1.954275473957587383e+00,2.411340835296461371e+00,-9.824244082515092291e-01,8.100734252369705679e-01,1.755903899373903787e+00,-3.908930732341131531e+00,1.629633898854476293e+00,2.200188155309662719e+00,1.912825504256694842e+00,1.000000000000000000e+00
-8.600448588730429389e-01,-2.685817130277915687e+00,-3.043132078676396013e-01,1.703800220059285664e+00,-1.240809298730656263e-01,2.302751202107294226e+00,-2.169893208753852498e+00,-4.921724170052011793e+00,1.240109402208418032e-01,3.835461556243724424e+00,0.000000000000000000e+00
1.037602304234904738e+00,-3.563617043385555183e-01,2.988373561855909522e+00,6.613817802857178130e-01,1.562164339481256103e+00,1.354439021591707482e+00,-1.601163987228647390e+00,-9.240966389839695427e-01,1.440269795092979699e+00,4.019629367828269295e+00,1.000000000000000000e+00
-1.907804604425868078e+00,-8.287254833145393240e-01,5.206825408740442640e+00,3.005930608684681538e+00,-8.532177620642922289e-01,5.917939245548941019e-01,-1.089658082610529988e+00,-1.017457675649357851e+00,2.597033804990360295e+00,-1.043761118745095251e+00,2.000000000000000000e+00
8.328161400278384363e-01,-3.066215035756085339e+00,-1.148848694952690597e+00,-1.124746503810515330e+00,1.355158450235281364e+00,4.729488855249694979e-01,-1.890364144872883623e+00,4.209824235800731174e+00,1.794560439628951842e+00,-2.101671090623968396e+00,2.000000000000000000e+00
3.426596414527655732e+00,1.344690858241921694e+00,5.048222287054038304e-02,4.311865467048798806e+00,-1.935240085909750274e+00,2.298224816438094731e+00,-1.706545704623434467e-01,-7.443590212183312183e+00,-5.711661342514676498e+00,-1.808512320030635667e+00,2.000000000000000000e+00
1.288680019768008833e+00,-2.534535856604118731e-01,1.716490819315056093e+00,1.354220015738542227e+00,2.186544019290888041e+00,2.166440120656487611e+00,-1.928079496991509378e+00,2.006033551035998119e+00,2.639785713824656099e+00,2.501386928140805654e+00,1.000000000000000000e+00
5.005459866043683981e+00,-1.137096705699659260e+00,-5.987146432772385563e-01,3.245190441632412437e+00,4.272743554008522793e+00,2.737881618319847554e+00,3.757697914184805477e-01,4.230576601079058641e+00,1.468701813184000393e+00,-1.840355185364131563e+00,1.000000000000000000e+00
-7.980601789635159982e-01,1.171234205062289702e+00,-8.289153117209095978e-01,-9.163943471461657442e-01,-2.402068936628193541e+00,-4.416130745752296916e-01,-2.420690712291786895e+00,1.479534037722494422e-01,-5.645669402205441001e-01,-8.398936444536984069e-01,1.000000000000000000e+00
-2.785629642142383844e+00,4.313826768067708706e+00,2.217582403402611479e+00,-3.108096472977901925e+00,9.224295878321433495e-01,-9.019671293632125497e-03,-1.561876615594463003e+00,5.762173808324984492e+00,-8.453137138526956029e-02,2.623811906877211442e-01,1.000000000000000000e+00
3.591982231516461788e+00,-1.509437599536938901e+00,-3.559879816578390255e+00,-2.427911104423238875e+00,-3.922186873206932045e-01,-2.225458514388709119e+00,-8.930572515428500946e-01,9.034091871379326122e-01,-2.863639341189764487e+00,-3.090532370188470601e+00,2.000000000000000000e+00
9.973972382437856776e-01,-6.848410709642729355e-01,-5.537813285523836004e-01,-2.220689948497800437e-01,-3.177678885989248858e+00,-2.315378904803969018e+00,-1.323217398297372061e+00,-5.825839329839342717e+00,-2.765990814005128584e+00,2.767936972101221471e-01,1.000000000000000000e+00
-2.284467228813487516e+00,-2.016151251797722921e+00,-2.094804473203703665e+00,3.719621819127227447e+00,-5.281789058380612634e-01,-3.157295400714067668e+00,2.037541531508606507e-01,-1.385849315942868198e+00,1.538895549228836090e+00,-2.059805707387190488e+00,1.000000000000000000e+00
1.724209269919681375e+00,2.033046366083113288e+00,3.062734380649173804e+00,6.460350228833225961e-01,2.873124734087356913e+00,-3.741244609489427830e+00,-2.014135433880771764e+00,6.394064426035106052e+00,1.007816133460216479e+00,-2.658859708899628416e+00,1.000000000000000000e+00
-2.924218535148892517e-01,-2.737434555408786885e+00,-1.221764730726939696e-01,1.225445875792384065e+00,6.074522328676552618e-01,-1.586047408817927495e+00,3.320421550410038058e+00,-1.347402325964226266e+00,1.091432489565532071e+00,-1.335849714828828638e+00,2.000000000000000000e+00
3.576741266375027539e-01,2.173656840692907988e+00,1.223579975643170226e+00,9.975001557014248066e-01,1.021707738226486972e+00,-1.509511771768566657e+00,8.596198989504972854e-01,2.897128280034736214e+00,2.295849788388903523e+00,3.359317902897834829e-01,0.000000000000000000e+00
-2.790149072973862054e-01,2.284673299780323186e-01,-1.735246414154822947e-01,-8.387094216016157677e-01,-2.656153892854811183e+00,6.111561868480235304e-01,7.848143582178004340e-01,-2.794509033237677631e+00,-3.656674696309792916e-01,5.049633147716940940e-01,1.000000000000000000e+00
-2.390565516847971139e-01,-3.485796135515201399e+00,-1.378217504917544467e+00,-2.705559025817014351e+00,-5.469583453633304337e-01,4.813509315494537422e-01,-5.884274193623935112e-01,3.059469387888503200e-01,-1.752050928650885631e-01,-1.251869364756969860e+00,2.000000000000000000e+00
3.959651537336572602e-02,2.271638979616369625e+00,2.721722921384387206e+00,4.503017347216609068e-02,-5.357370037592108503e-01,-1.555253667814415763e-01,-1.952130883418065288e+00,3.778892468011632921e+00,4.474123457641085988e-01,-3.025598798500127806e+00,1.000000000000000000e+00
7.339138563966249862e-01,-8.625692842220282763e-01,-1.149350964046841783e+00,2.663792908258592274e+00,1.766474616603536552e+00,1.307379404292110303e+00,1.001789205348952994e-01,-2.960023081113512866e+00,1.341493880463227040e-01,3.578455039915039215e+00,0.000000000000000000e+00
1.967760029701157709e+00,1.681014793928806927e+00,1.326144886220907759e+00,7.939122068775317231e-01,4.184802238277884889e-01,-3.291768776835113819e+00,1.482532254988269127e-01,-4.725133494520290078e+00,-3.269242122072540724e+00,2.754815816826664765e+00,1.000000000000000000e+00
-3.210406726185799364e+00,5.661063958767320603e-01,2.286667891326649382e+00,3.030457620279488395e+00,-5.764056512469135640e-01,-1.860001322702301119e+00,2.556102168056643364e+00,-5.067982340167186628e+00,8.295660848421106959e-01,2.603453122100500838e+00,0.000000000000000000e+00
-2.090859212604081918e+00,7.112549186772576526e-01,-3.490505697780504235e+00,2.069992121113084949e+00,-3.852842540562928519e+00,-7.717084807000431645e-01,7.125224123913032059e-02,-4.321604981776800081e+00,-3.742098534642726904e+00,-4.061928418350394310e+00,0.000000000000000000e+00
-8.273216755896446450e-01,-2.099258873490056576e+00,-1.529420760899310894e+00,-2.783865307823460533e+00,-5.905333495148953560e+00,2.454524665634921998e+00,-2.665079312543245038e+00,-3.728808982131691430e+00,-3.362623960555072955e+00,-4.117648119222850234e+00,2.000000000000000000e+00
-4.522646013578252022e-01,-4.458020430903664177e-02,2.436278803243848934e+00,1.321335688247288864e+00,-1.512796638205561539e+00,-1.081330017450038872e+00,2.380977468738764369e+00,-5.041449628581515796e+00,9.472943053394520252e-01,2.600173051496105447e+00,0.000000000000000000e+00
7.470705836454991644e-01,4.874010253571312568e+00,3.071193130756707745e+00,-5.451972741276573942e-01,7.989826955738712488e-01,-1.151946289320202821e+00,-4.962901820781683071e+00,8.089565093887937763e+00,-7.119109115650650299e-01,-4.326652142339547424e+00,1.000000000000000000e+00
-1.112356776726554974e+00,2.078321478299649971e+00,9.229551518119103459e-01,-2.207779709516584532e+00,-7.604935931349998679e-01,2.308183987264079917e+00,-2.105810069752197755e+00,5.811309603945541191e+00,1.250460027142904496e+00,-2.286413156140609360e+00,1.000000000000000000e+00
-2.626962091001263211e+00,2.312608193393776990e-01,-3.553281576532625330e-01,3.753056692113707626e-01,-3.309425909890901352e+00,1.430359638671795608e+00,-1.408696367697929830e+00,-1.626869016299800297e+00,-1.669739533670404619e-01,-1.547994215450851696e+00,2.000000000000000000e+00
-1.684873203934591945e+00,2.373076161042720678e+00,-3.447205914550965034e+00,1.764329126959589766e+00,2.686788484052377690e+00,-1.035130937444156185e+00,3.580511211225997137e+00,6.558797645338183990e+00,3.329310330778949556e+00,-1.391992176410638882e+00,0.000000000000000000e+00
1.863833260329750274e-02,4.410500818067827566e+00,1.224958956282311551e-01,-2.135368923430905674e+00,6.510589536979713987e-01,-2.422331872547194287e-01,-1.395497423009387061e+00,9.031132956922206745e+00,2.078310984752553825e+00,-2.118803874451906211e+00,0.000000000000000000e+00
-1.258051892741378408e+00,9.747859291531295600e-01,-1.104412194559011295e+00,-3.585951561076823335e-01,-6.663596001827819526e-01,3.322676919565932252e+00,3.594562795427545865e+00,-1.601180315195407600e+00,-2.193297505807514369e+00,-1.010969465399807810e+00,2.000000000000000000e+00
-3.667326414393051515e+00,1.029536484877824343e-02,3.323294917332603404e+00,-1.337572054563680446e-01,-2.405986817798121180e+00,3.646997384337804515e-01,-8.545869238698344805e-01,-1.141349359694756593e+00,1.454524606021933453e+00,-2.769083106553007489e-01,2.000000000000000000e+00
4.364502478484604708e+00,-1.170560135334905327e+00,9.596414377577574539e-01,2.009666446270217843e+00,3.512255261384268579e+00,-4.758397799502511738e-01,-1.318635888030916359e+00,-2.455976710793629447e+00,-7.207661175478072835e-01,4.271648694318527895e+00,1.000000000000000000e+00
-1.248768524002637825e+00,2.455779561200892136e+00,2.132024605608917156e+00,-3.052720266593420551e-01,2.224557244316103244e-01,-1.063137340823618215e+00,2.638905481711703693e+00,1.237257941482444057e+00,1.966433345955756584e+00,1.504075155917925510e+00,0.000000000000000000e+00
-5.252790726059595183e-01,-8.769887583274142973e-01,5.566362388077807033e+00,1.566536935960394894e+00,-2.302450457429789932e-01,1.202663215361975180e+00,2.080080767544929543e-01,-1.942105025041994448e+00,1.477864792770567037e+00,2.815839016055885491e-01,2.000000000000000000e+00
2.338989179523021988e+00,-4.481386894737243054e+00,-3.810546932762171934e+00,-1.537068055825747459e+00,-1.480645361933805804e+00,4.847455191394427487e-01,-2.348287539796031886e+00,-5.724843298137386599e-02,-4.297517746735477484e-01,-2.745217476312352023e+00,2.000000000000000000e+00
-3.065247040379220245e+00,-4.062686714348637373e+00,2.335886388175992145e+00,-3.289001334956502376e+00,-1.029638935871824756e+00,4.020486619989679378e-01,-5.294900307871314382e+00,3.229334003132860342e+00,1.021926653047118494e+00,-3.200417969608559510e+00,2.000000000000000000e+00
-7.889465820509864447e-01,6.693744708951898659e-02,-5.239108902675124746e-01,2.686048097734344609e+00,-1.103520601374329058e+00,2.312912273174400291e+00,-4.894973762165621967e-01,-4.131899537331882755e+00,3.795798439530047030e-01,2.712961063670285888e+00,0.000000000000000000e+00
1.292520068529280586e+00,-1.764314170102098789e+00,2.268665839088376934e+00,-8.120090433033795296e-01,4.807205532907111944e+00,-2.079829523735759800e+00,-2.637378024943144439e-01,3.879027767966898299e+00,5.710769811788377615e-01,1.992628737099224612e-01,2.000000000000000000e+00
-1.421075824178386293e+00,8.114332432164177433e-01,1.159965218097734674e+00,-3.521487629176434986e+00,-4.329865747267874099e+00,3.354857890789813446e+00,-2.980850877130608811e+00,-1.126120007245615451e+00,-1.338314114831498536e+00,-3.905960856563228667e-01,1.000000000000000000e+00
-2.646314482287872583e+00,-2.169259102987362020e-01,-1.284884311702883197e+00,-6.022402336258732003e-01,-2.382432429953774466e+00,-1.468398510660317013e+00,4.483874502511242532e-02,-1.598855915519515669e+00,-1.309668274916804265e+00,-2.001668470463772387e+00,0.000000000000000000e+00
-1.687395345662633162e+00,1.634795897381873253e+00,6.684889209529303322e-01,-9.880085769456792288e-01,2.378047641395932832e-01,4.502838819691967753e-01,2.252657193214183451e+00,1.777796559532452081e+00,9.312284590408252960e-01,2.825686567550321771e-01,0.000000000000000000e+00
6.734138959222513154e-01,-1.585441939990763327e+00,-1.847547462923683437e+00,5.335506034547830012e-01,3.263328462960825016e-01,1.062530279197842598e+00,-1.774464819792247461e-01,3.099487562887335734e+00,2.579284414572934558e+00,-1.732845855321921480e+00,2.000000000000000000e+00
-1.704615826538498080e-01,-8.190563352375519468e-01,2.688684448481524214e+00,6.973436887943529339e-01,-3.379660841575887531e+00,-3.194495408747505927e+00,6.544814310025492965e-02,-7.503337440731518093e+00,-8.218496863955666587e-01,1.887912122390438707e+00,0.000000000000000000e+00
7.609655160051800316e-01,1.453895296551074745e+00,1.058597065042657048e+00,-4.185648739701828269e-01,8.326129123622136863e-01,-1.740132825991024257e+00,-1.321909869307581475e+00,5.913085051026769179e+00,1.417154829615183464e+00,-3.229383103137382527e+00,1.000000000000000000e+00
-4.290565310315334058e-01,-5.458785211687819938e-01,2.470515296518893233e+00,1.651112899218090124e-01,-8.478900846386753232e-01,1.179678286087262107e+00,-6.717582194895458381e-01,-2.886887810263400578e+00,-1.244695258075027677e+00,3.337348158905746320e-01,2.000000000000000000e+00
1.507367032277178387e+00,-4.196896959895737744e+00,-2.661785875743706065e+00,2.603505794843040677e-01,-1.559915437788352621e+00,-9.366102267622640198e-01,7.967578657905248773e-01,-3.235982358312178286e-01,1.418980558296760286e+00,-3.590798234453254523e+00,2.000000000000000000e+00
4.621007618426705044e+00,-3.228783595538913254e+00,-2.558048844800989041e+00,-2.305313988313476337e+00,3.263869434411904358e+00,-1.302706905844462915e+00,-3.436502060341357634e+00,6.978942612768554099e+00,-7.978272281078195860e-01,-4.516405719059746637e+00,2.000000000000000000e+00
-3.274854468351618308e+00,-2.422488385018994439e+00,1.299610462253298460e+00,1.041060084212681369e+00,-1.763557525561022743e+00,-8.716490305395274696e-02,-3.887847794588782380e-01,-5.202695165946140676e+00,-1.589419039110706366e+00,-6.115713596812162312e-01,0.000000000000000000e+00
1.911005154189185040e+00,-3.933233438100081081e-02,2.810562580165418822e+00,-7.006358264399157321e-01,8.618023388429649767e-01,1.570725462656028526e-01,2.441540711457999890e+00,-3.965852143890164494e-01,3.852450261749922333e-01,7.943157536816174424e-01,0.000000000000000000e+00
-2.938056394162290808e+00,-2.041106088967881149e-02,4.601939196062525550e-01,3.833281236872219111e+00,-3.629245075003580290e+00,2.172796340172175267e+00,1.171758815333758585e+00,-9.856295894938025270e+00,3.883638216764377926e-01,4.778493535561258554e+00,0.000000000000000000e+00
1.847559179169568466e+00,1.726206709065972511e+00,3.716210716408620662e+00,3.167645373829323319e+00,-1.377919177941030915e+00,1.403307038524217454e-01,7.743225560422095644e-01,-3.955436976708440078e+00,-1.620229426094005110e+00,-1.210635616081108923e+00,1.000000000000000000e+00
3.208532323783755302e+00,-2.008766803072457918e+00,1.148291855002141038e+00,3.676454888294872880e+00,6.193384232805348999e-01,5.984632111306487090e-01,-3.762010261396460109e+00,6.386362639008344444e-02,2.460720523358093104e+00,-5.203715021656218909e-02,1.000000000000000000e+00
1.253231066679577621e+00,-1.575280169936067232e+00,5.001418335042227881e+00,3.855902438208109739e-01,1.920497479218020720e+00,-1.988507335961641198e+00,-1.583388447976864732e+00,-1.709950943254558986e+00,-9.415079378190205350e-01,9.000602966763560087e-01,2.000000000000000000e+00
3.368926923939521423e-01,-4.514555255760269725e-01,2.792978342287284477e+00,8.885454326250874502e-03,4.604098612196773077e-01,2.279179104730868044e+00,-2.507634960038549465e+00,1.930656886054889387e+00,2.997039835003832309e+00,1.791926556234350265e+00,1.000000000000000000e+00
-3.905300879471437447e+00,-5.831992560323516761e-01,2.534767975249337724e+00,1.125403771638471273e+00,-2.667109880101113717e+00,2.743126610143903132e+00,-1.442950385887567633e+00,-4.938852405702301773e+00,1.583278692095270612e+00,3.604343015466914046e+00,0.000000000000000000e+00
-1.082345250507099621e-03,2.558262184079818091e-01,1.768004148365755590e+00,-1.676989223126508222e-01,-1.647402745337933183e+00,-7.373652167396955726e-01,1.486382671330503502e+00,-2.993404320395693929e+00,3.279107552377029666e-01,1.264985579661925374e+00,0.000000000000000000e+00
-6.752975444347099065e-01,-2.002684827480551544e+00,-1.561432779790822734e+00,3.330675675439491279e+00,-1.002678082401495807e+00,1.602839144543124705e+00,-1.351519759559966172e+00,-6.393323927101109305e+00,-1.589601887866023855e+00,1.671888841294879358e+00,0.000000000000000000e+00
1.405590046802078774e+00,5.624535619697320632e-01,1.266715643521675982e+00,7.864701043223908394e-01,-2.337836195405015971e+00,6.316415252602147756e-01,1.034246010368131463e+00,-2.857235693848397595e+00,-7.066185198046205374e-01,-1.074519698314953420e+00,1.000000000000000000e+00
1.660252337334442441e-01,6.533480554947939112e-01,-8.109301143407708912e-01,2.124912562698582086e-01,8.099706852616523900e-01,2.681985015089429325e+00,-7.114491905131935523e-01,-1.166051781560550671e+00,-7.262702559633990029e-01,2.977057925934749605e+00,0.000000000000000000e+00
2.903566557509056345e+00,-3.442953075976607380e+00,1.683331429067349339e+00,-2.955365236584479582e+00,-5.072467952367984978e-01,1.567614056083813434e+00,-1.190396352307433681e+00,-3.084955906440531859e+00,-3.397777871084783463e+00,-7.721194336255805535e-01,2.000000000000000000e+00
2.328239716669455284e+00,-3.250275970571327555e+00,-4.922356600285139550e+00,1.053564390146067398e+00,-2.269815597064573254e+00,8.773270741944110274e-01,-9.315947028179081268e-01,-2.643570639016137314e+00,-2.303403169050384225e-01,-1.663685763627525516e+00,2.000000000000000000e+00
-4.852807266990935009e-01,2.636479010246231880e+00,2.666802641054061951e+00,-1.467736261108187890e-02,4.875021182716210433e-01,4.940937593621748114e-01,-1.306211827608793952e+00,5.304310296431644645e+00,9.204099286312390493e-01,-2.946263992486529482e+00,1.000000000000000000e+00
6.458932640538193048e-01,-2.070839710772984343e+00,-3.703046739141966803e+00,1.397718113150846042e+00,-1.344868887108845668e+00,3.157438190315954962e+00,-3.541652695573781706e+00,-5.197488128966113230e+00,-3.877039055432502046e+00,4.400613423105682598e-01,0.000000000000000000e+00
7.916935335470676183e-01,-9.761496550866133326e-02,-3.398909456875992552e-01,8.340041490495526677e-01,1.418667317059671085e+00,-1.617255341006877734e+00,2.748492054375907934e+00,3.441567613392231717e+00,2.029176831138185477e+00,-2.435064524334745073e+00,2.000000000000000000e+00
-3.482239049084554061e+00,3.725921743663563213e+00,2.326498739010117944e+00,5.711618939625835445e-01,-4.459540239287830943e+00,6.333588825292495450e-01,-1.431668825933404721e+00,-2.422605651590714171e+00,1.221692647742656845e+00,1.677397803456100789e+00,0.000000000000000000e+00
1.804293126084200338e+00,2.345272953298837670e+00,2.954321599486307015e+00,4.738679821610911169e+00,-8.787388341997321994e-01,-3.735327166304739377e-01,-2.905092371514306215e-02,-1.885873226388636636e+00,-2.185522095891637928e+00,-4.254423103235389192e+00,1.000000000000000000e+00
6.930031785566357350e+00,7.800364392492631360e-01,7.684079781714924229e-01,3.164992417636627309e+00,5.843212644891826457e-02,5.096122496300259819e+00,1.886876428781359527e+00,-8.235281410999188978e+00,-6.933496014776519445e+00,1.023207302613540204e-01,2.000000000000000000e+00
1.909119166683836522e+00,2.663577739122414023e+00,-1.472377494725940483e-01,1.359211493838714091e+00,-3.343083117665067050e+00,-2.023318264236868114e+00,-2.844039260741945796e+00,-5.694516155264269130e+00,-4.547936518412384110e+00,-5.085056095280671151e-02,1.000000000000000000e+00
1.935145852355685037e+00,-3.518944804969786899e-01,3.667792010928494939e+00,-7.383903271480176667e-01,8.221187311591573454e-01,1.358697825933844250e+00,-1.042008318078471829e+00,3.549958265331182972e+00,2.053557223648597940e+00,-1.210874879961692629e+00,1.000000000000000000e+00
6.085563282323441792e-01,-2.000724062505149003e+00,2.966182323069931348e-01,2.969729495525921248e-01,1.245044386940076242e+00,2.089918071653103837e+00,-2.825703341850429595e+00,-5.745516863563546739e-01,1.478779309049690793e+00,3.477841067386158613e+00,1.000000000000000000e+00
-6.290549667549207857e-01,1.092075402887922042e+00,8.771970646968414442e-01,-9.615819686049544845e-01,-1.689803699637165035e+00,-4.472210098458370142e-01,-1.586886091515177677e+00,-4.866647639918283419e-01,-8.561761761644149926e-01,-3.205836506781406525e-01,1.000000000000000000e+00
-3.310944634996936253e-01,3.671586160181001812e-01,8.762045262234161580e-01,3.836256826944686171e-01,-2.720004446926804764e-01,3.173107856027175711e+00,-1.087706906744227098e+00,-2.379600274987673458e+00,-2.432367333952025312e+00,5.290889927404764936e-01,2.000000000000000000e+00
